query,label
像 个 小 弱智 ， 你 酷 吗 ？,你
看看 你们 的 跑 了,你
训练 钢琴 海顿 C 大调 钢琴 第三 乐章,你
你 居然 会 厌食 了 ， 崽崽,你
就 可以 ， 去 你 的 小白 。,其他
我 猜 你们 睡 了 哟 ， 嘻嘻儿,我
俺 就 是 双鱼座,我
美 的 我 得 心 一 颤 一 颤 的,无
我们 不 谈 就 有用,双方
上海 现在 是 什么 天,无
你 和 小艾 同学 谁 厉害,你
给 我们 放 一 首 邓 丽君 的 歌 吧,你
那 你 做 个 自我 介绍 好 不 好 ？,你
海上 生 明月 ， 天涯共此时,无
真 tm 不 学习 雷锋 好榜样,无
姐姐 为 你们 鼓掌,我
原来 最 早 看见 你 是 这 张 图片,你
当年 就 是 这样 喜欢 你 的,我
我们 来 聊 点 健康 的,双方
最 棒 你,你
历史学 出版 的 2017 北京 喜剧 周 活动 终于 圆满 落幕 。,无
在 学校 举行 运动会 ， 啊 。,无
2016 你 依然 是 我 的 主治医生,你
我 醒 啦 。,我
今天 苏州 吴中区 天气 怎么样 ?,无
你 一定 要 看 奥 ， 满满的 都 是 爱,你
我 觉得 我 性格 挺 好 的,我
竟然 能 hold 住 中文 的 快 歌 你 好棒,你
你 是 不 是 不 想 活 啦,你
琥珀 你 特别 乖 哦,你
坚持 自我 一路 挺 你,我
谢谢 买家 ， 希望 你 是 个 好 用户,我
你们 自己,你
谁 发明 的 保证 不 打 死 你,其他
母王八 。,无
你们 公司 名字 啥 东西,你
每天 我 都 会 抽 时间 陪 你,我
我 跟 你们 其实 才 距离 20 公分,我
你 他 妈 狗屁 。,你
好好吃 啊 。,无
等 我 和 我 还 真 的 栽 跟头 的,我
你好 会 安慰 人 呐 。,你
狮子座 的 我 爱上 了 射手座 的 你,我
摩羯 今天 财运,无
你 会 几 种 语言,你
你 选择 看 谁 ？,你
我 相信 你 一定 可以 的,我
五 年 的 陪伴 ， 感谢 有 你,我
不要 爱 你们 我 的,我
你 又 不 听话 。,你
这 一 行人 继续 前进 一路 上 没有 人 知道 他们 究竟 遇到 了,其他
我 还是 更 喜欢 你 京华,我
只好 晒 你 了 。 说 好 的 瘦身 呢,我
我 的 鼻孔 表达 了 对 你 的 不满,我
当然 我家 的 小白 最 可爱 啦 ！,其他
甜 小姐 ， 好 喜欢 你,我
打扫 。,你
双鱼 今天 会 再 创 佳绩 吗,无
我 和 你 刚才 在 做 什么 事情,双方
啥 意思 啊 你 ！,你
你 记住 没有 。,你
去 学诗,你
快 去 看 杂志,你
看到 我 眼里 的 夏天 了 嘛,你
但愿 下辈子 还 能 遇见 你,我
待 你 如 初,我
我们 去 超市 吧 。,双方
我 觉得 我 的 心 已经 荒芜 了,我
你 的 奖励 让 我 的 生活 更 有 动力,我
你 忙 啥 ？,你
而且 我 给 他 换 了 圣诞装 。,我
这 谁 的 车 ？ 我们 一起 去 上学 ， 去 。,双方
关注 我 私信 1 给 你 链接,我
小白 你 为什么 反应 有些 迟钝 ？,其他
男朋友 and 你们 对 我 果然 是 真 爱,你
你 说 我 不 是 机器人 ， 是 可爱 的 真人 ？,你
祝 你 百事可乐 ！,我
总 有 一 天 ， 你 会 成为 我 的 新娘,你
你 丫 有 病 ？,你
你 依旧 在 ， 我 依旧 爱,我
我 心 ， 我 现在 什么 时候 。,我
你 在 学 ， 我 说话 呢 ？,你
我 和 老妈 到底 该 怎么 处理 了 吗,我
会 说 英语 吗 ？,你
我 要 知道 就 不 问 ， 你 呀 。,我
帮 我 调 下 明天 7点钟 的 闹钟 。,你
40 训练 。,你
星期天 不用 练琴 耶 ， 好 兴奋 哦,我
你 太 吝啬 了,你
本 女神 长 到 196 了,我
公子 小哥 你 好 帅 。,其他
你 终于 肯 安分 些 了,你
终于 等到 全世界 最 好 的 你,我
就 是 有点 想 你 呀 ！ 不 辛苦 啦,我
你 咋 那么 笨 啊 ！,你
我 从 昨天 开始 就 生 你 的 气 了,我
我 想 去 打球 了 。,我
下 集 演 完 你 又 要 被 支持 了,你
我 怎样 才 能 帮助 你 去 练 魔法 ？,我
珍惜 你 的 每个 动作 每 一个 表情,我
今天 又 去 抽奖 了,我
音量 也 有所 增加,你
本来 明明 还 可以 给 你们 报 吓 退 才 是 你 的 朋友,其他
因为 爱 你 ， 所以 值得,我
谢谢 你 这么 夸奖 我 。,你
在 对 你 的 老公 进行 道德 绑架,无
你 个 大姨妈 ？,你
张土豪 ， 谢谢 你 送 我 的 花儿,我
十一 年 ， 感谢 有 你,我
音量 增大 。,你
好 的 蠢蛋,你
电话 是 多少 ？,你
哦 ， 你好 听话 哦,你
金牛座 的 幸运 数字 象征 了 什么,无
小心眼 讨厌 我 对 吗 ？ 你 才 是 个 神经病 ，,你
那 我们 去 吧,双方
你 是 大 坏人,你
毫无疑问 ， 你 是 一个 完美 的 人,你
那 就 回来 给 你 买 ， 母 上 。,我
你 的 身高,你
你 是 一个 有 担当 的 男人,你
你 唬 我,你
打开 预案,你
搜索 门诊,你
发生 技能 训练 。,你
老子 在 吹 唢呐,我
那 你 去 锻炼 去 吧 。,你
发声 训练 ， 去 练习 一下 吧 。,你
法院 玩 你 也 没用 啊,你
27万 给 你 买 点 什么 东西 呢 ？,我
真的 好 喜欢 你 演 的 苏菲,我
我 发现 我 除了 自己 ， 谁 也 不 喜欢 耶,我
你 说 ， 你 生日 是 什么 时候 ？,你
是 不 是 有 病 呀 你,你
我 说 谢谢 ！,我
句 话 只要 你 喜欢 的 我 都 爱,我
在 下 的 家乡 是 山东 淄博,我
太 伤心 了 ， 人 胖 了 穿 啥 都 不 好看,我
当前 榆林 天气 情况 怎么样,无
神呐 太 偏心 创造 完美 的 你,无
看 完 你 一定 会 转 的,你
我 想 现在 就 学会 。,我
临沂市 发声 训练 。,无
你们 准备 好 迎接 2016 了 吗 ？,你
乌鲁木齐 明天 天 怎样,无
你 沉 的 要 死 。,你
我 操 他妈 十几 个 老婆 。,无
最 喜欢 的 你 是 最 好 的 你,你
怎么 不 和 我 说话 呢 ？ 回去 学习 了 。,你
你 拍照 技术 好 差 。,你
他们 的 冬日 惊爆 的 是 一 位 本身 还是 去年 两 国 的 贸易额 约 为 亿 美元,其他
你 跟 那个 小矮人,你
双休日 我们 一起 聊天 吧,双方
原谅 我 晚 了 五 年 才 遇到 你,我
爱 你 ， 希望 你 每天 都 更 开心,我
你 是 个 傻姑娘 。,你
你 太 有 眼光 了 。,你
我 给 你 做 好吃 的,我
自己 不好 看 还 嫌 别人 不好 看,无
你 这么 着急 回去 干 什么,你
嘴甜 的 孩子 会 依旧 叫 你 姐姐,其他
我 跟 人 是 谁 呀,我
你 快 成 宅女 了 。 我 说 。,你
"哼 , 我 觉得 小白 的 声音 好听 。",其他
对 了 真 棒 你,你
你 特别 爱 我 吗,你
吹牛 不 打 草稿 啊 你 。,你
可爱 翻 了,你
晚上 我 弄 死 你 。,我
明天 提醒 我 八点半 见面,你
我 和 这 首 英文 歌 吧,我
终于 对 了 你 个 大 笨蛋 。,你
什么 ？ 看 不 清 ？ 是 你 撸 多 了 吧,你
明天 设置 一个 闹钟 叫 我 850 起床,你
打开 厕所 灯,你
想 吃 苹果 吗 ？,你
还是 最 爱 你 ， 范范 范玮琪,我
王龄南 你 看 我 的 牙 很 整齐,其他
你 脑子 没 毛病,你
你 长 得 招 人 喜欢 啊 琥珀,你
小白 你好 善良 啊,其他
那 是 他们 最 需要 你,其他
学姐 是 不 是 真 的 钟爱 我 呀 爱 你,其他
保证 你 会 中 意,你
面积 之和 的 意思 是 说 我们 的 女孩子,双方
看 他 跟 我 的 一会儿 了,其他
你 和 你 给 了 没,你
王 宝强 的 生日,其他
帮 我 烧 碗 面 。,你
快滚 。,你
南昌 明天 冷 吗,无
打开 瓷砖 筒 灯,你
小白 小白 你 是 猪头 吗 ？,其他
就算 是 自动 回复 也 爱 你 哟,我
中止 舞蹈 训练,你
你 可 真 能 听 。,你
给 自己 比 个 小心心 ， 好 喜欢 自己 啊,我
下午 我们 一般 是 一个 人 最 困 的 时间,双方
你 会 唱 客家 山歌 吗 ？,你
一 首 梁 一 贞 的 诗 。,无
1010 提醒 我 煮 饭 。,你
反应 好 慢 你 。,你
咱们 疯 了 不 成 的 话,双方
师哥 不要 说 154 吧 。,其他
琥珀 你 个 傻瓜 ， 这个 都 不 会,你
他们 对 那 我 去 帮 姐姐 洗澡 吧,其他
今天 早上 你 吃 了 什么 早餐,你
好 的 你 看 有 何见 了 他们 的 所谓 不,你
风雨无阻 来 找 你 的 绝对 真 爱,我
在 干 嘛 你 说 。,你
看 了 你好 是 鹿晗 吗 更 心疼 你 了,我
爸爸 笨蛋 啊,其他
我们 一起 卸妆 。,双方
孙俪 和 张柏芝 谁 的 年龄 大,其他
你 看见 都 不 记 。,你
这 要 不 是 你 我 就 尴尬 了,我
总 有 很多 个 理由 让 你 更 努力,你
哎 呀 呀 ， 我 只能 自己 赠送 自己 一个 咖啡机 了 。,我
米勒 你 在线 的 哈哈,其他
看看 工厂,你
学习 红火 ， 睡 不 着 。,我
那 都 闹翻 了 天 了 他们 还 和 你,无
嘿嘿 不 是 这样 啊,无
美好 因为 有 你,我
能 伤害 的 ， 永远 都 是 爱 你 的 人,你
毫无疑问 就 是 你,无
用户 ， 我 认为 你 不 厚道,我
刚刚 我 的 态度 不对 ， 让 你 受 委屈 了,我
懒猪 是 你,你
对 啦 ， 真 有 智慧 的 人,其他
喜欢 你 也 看看,你
不好 看 的 衣服 换 一 件 衣服 啊 。,你
明天 早上 别 忘 了 叫 我 妈 。,你
居然 陪 你们 看 动画片,你
好 喜欢 三 年 前 的 这个 你,我
能 遇見 你 就 是 一 件 美好 的 事,我
很 有 特色 ， 见 。,你
就 是 有 病 你,你
你 特别 丑,你
第二 张 是 给 你 的 粉丝 福利,无
你 为什么 不 参加 啊 啊 啊,你
我 睡觉 想 搂 着 你 睡,我
唱 首 李 叔同 的 骊歌 。,你
我 想 小区,我
时间 就 是 金子 。,无
编剧 你 还 我 张芃芃,其他
于是 我们 就 僵持,双方
你 别 跑 哈 魏 三 岁,你
我 想 听 刘德华 的 歌 。,我
你 以为 自己 又 丑 又 胖,你
视频 ， 你妈 逼操你妹 。,无
希望 叔叔 这 一 次 的 婚姻 能够 长长 久久 、 和 和 美美,我
你们 都 打开 变 出来 吧,你
那 你 也 没用 。,你
听话 。,你
ps . 希望 你们 可以 耐心 看 完,我
十 分钟 后 提醒 自己 去 旅游,你
不 是 啊 什么 呀 这 是 我们 听听,双方
你 得 反过来 在 我们 的 旅游,你
随便果 祛痘 神奇 ， 让 你 肌肤 光滑,无
这 次 真的 很 抱歉 ， 希望 你 能 原谅 我,你
我 和 他 结场,我
"播放 , 奇迹 再现 , 你 别 乱 摸 。",你
得 与 失 ， 你 都 已经 拥有 了 全世界,你
我 那个 时间 附近 的 战绩 为 我们 的 能力,双方
爱 我 的 你 就 要 这么 搭,你
你 要 叫 我 滕青 啊,你
你 干脆 死 吧 ！,你
如果 让 你们 计划,你
他们 说 我们 家 的 大逼 原则 吗,我
垃圾 ， 比赛 。,无
这个 相册 伴随 着 你们 的 成长,无
你们 快来 学学 ， 请 叫 我 雷锋,你
你 跟 男人 睡 吗,你
我 要 过 生日 了 ， 一起 来 玩儿 吧 。,我
这个 我 也 不 饿 ， 你 。,我
但是 我 不 难 过,我
哎 ， 把 我 气死 啊 ， 好 吧 ？,你
我 的 小 花 不好 笑,我
第三 次 你 来到 我 的 城市,你
可是 你 不 是 说 这 就是 你 的 生日 吗 ？,你
关闭 窗帘 开关,你
谢谢 你们 深夜 寒风 之中 爱心 奉献,我
不 给 你 睡觉 。,我
关闭 插线板,你
把 你 做 我们 这 本 书,无
愿 你 以 放下 ， 常驻 光明 里,我
么么 ！ 宝宝 你 也 要 工作 顺利 哦,你
我们 成功 啦 ， 成功 啦 。,双方
诶呀 不要 谢 我 拿 去 拿 去 。,你
绝对 相信 你,我
不过 你 这 拍 得 也 太 过 了 吧,你
真聪敏 。,你
你 是 大福星 。,你
我 听 娱乐 行为,我
给 我们 放 一个 科幻 有 声书 吧,你
你 真 的 经历 过 绝望 吗,你
你 快 回家 吧 ！,你
你 背首 唐诗 ， 我 听听 。,你
能 不 能 正常 一点 你,你
哇 你们 写 的 字 好 漂亮 啊,你
你 看 ， 外面 阳光 正好,你
什么 是 学校,无
我 最 讨厌 夏天 了,我
在 当时 有 谁 感情 戏 有 谁 敢 不 拿 他们 当 回 事儿,其他
事实上 我 女 朋友 叫 孙小花,其他
我 与 夕阳 ， 有 个 约会,我
我 我们 现在 也 困 了,双方
总 有 一个 属于 自己 的 舞台,无
告诉 我 西红柿 炒 鸡蛋 的 做法,你
你 的 节操 呢 ？,你
蹲 下,无
琥珀 特别 能 说,你
坐 在 咨询 中心 想 你,我
我 一直 完 不 成 。,我
节目 中 你 俩 好歹 注意 点 形象,你
学习 荷塘 ， 核桃 ， 一 。,你
三 分钟 热度 的 我 喜欢 了 你 好久,我
你们 货 能 不 能 再 上 架 一 次 啊,你
家教 有 没 有的,无
你 能 换套 粉色 衣服 给 我 看 吗 ？,你
用户 召唤 你 啦 ！,我
你好 懒 啦,你
他们 已经 和 你妈 是 谁,其他
你 是 傻白 甜 。,你
他 是 不 是 傻 啊 ！,其他
将 你 公布于众 ， 爱 你,我
希望 今年 你们 可以 给 我 带来 好运,我
你 刚才 在 念 什么 诗 啊 ？,你
阅读 灯 打开,你
吴亦凡 是 哪个 星座 的,其他
我 不 是 有意 的,我
骗子 盗 了 我 的 QQ 号 去 骗 我 的 朋友好 生气 啊,其他
我 只 钟爱 你,我
我 没出息 。,我
想念 广西 的 粉和 你,我
那 为什么 我们 能 设计 啊,无
你 很 强 哦,你
我 给 我 爸爸 买 了 血糖仪,我
谢谢 畅哥 。,我
真的 感谢 你,我
太 调皮 啦 真 是 ！,你
我们 关机 了,双方
对 你 过去 找 他们 了,你
你 是 怎么 长 得 不 胖 的,你
他们 前来 听道,其他
没有 你 的 监督 我,我
狗急跳墙 。,无
记住 孙小花 这个 名字 ， 我 就 是 他,我
这 小家伙 蹭 你 的 时候 是 暖心剂,其他
给 你 七 分 小 红花,我
今天 产线 检修 ， 我 来 围观,我
我 跟 你 的 上映 差不多 啊,我
别 让 你 的 爱 成为 他们 的 负担,你
我们 不 能 放过 他,双方
在 说 你 大爷 我,我
提醒 我 8点钟 过 水壶 。,你
我们 去 做 销售 产品 的 广告 在 也 请 记住 广告 负有 广泛 的 社会 实践 体验,双方
幸好 没有 错过 喜欢 你,我
你 说 这个 手机 怎么 变成 这样 ？,你
是 猪 吗 ？,你
也 更 期待 能够 尽快 跟 你 见面,我
你 是 哪个 呵呵 ， 奶奶 喽 。,你
我 还是 挺 喜欢 乐于助人 的,我
帮 我 查 一下 明天 株洲 的 天气 。,你
诺 一 小 王子 你 长大 了 得 多 好看,其他
呵呵 ， 傻 不 傻 。,你
加盟 主题 餐厅 有 哪些,无
现在 你 觉得 幸福 是 什么 ？,你
你 懂得 的 真 多 呀,你
肯定 是 你们 太 火 了 他们 妒忌,你
伤心 的 。,我
我们 播放 我 喜欢 的 音乐,双方
人生 处女 座. 为了 你 也 是 拼 了,无
我 说 你们,你
训练 吉他 情非 得 已,你
送 你 一 张 下次 背 直 点 就 完美 了,我
甜蜜 有 你 ， 爱 在 多 那 之,无
我 看 晕 了 。,我
人家 籍贯 是 巴马 瑶族 自治县 省,我
我 小 睡 一会 ， 有事 再 叫 我 吧 。,我
我 就 控制 不 住 自己 跟 你 发脾气,我
不管 怎么样 ， 我 爱 你 老爸,我
体验馆 全 开,你
不 是 东西 你,你
你 喜欢 ， 女朋友 还 是 男朋友 ？,你
我们 说 好 热,双方
你 去 遛遛 宠物 吧 。,你
不怎么 棒 了 你,你
你 为什么 整个 身体 都 是 白 的 男 的 就 是 为了 这个 ， 所以 才 要 啊 ！,你
宝宝 今天 可 高兴 了,我
所以 跟 你 说 人 美 搭 什么 都 好看,无
提醒 我 在 晚上 8点 擦 皮鞋,你
不 怪 你们 给 我 唱 首 歌 吗,你
爱 生活 中 有 你 的 每 一 天,我
"我 想 听 , 最后 我们 没有 在 一起 。",我
因为 接 下来 一个 月 别 说话 ， 有些 音乐 的 节奏 。,你
咱们 来 玩 词语 接 龙 好 吗,双方
我 操 你 祖宗 共产党,无
非得 要 做 学徒 了 。,我
莫文蔚 的 作品,其他
回去 换 衣服 。,你
你 说话 清晰点 好 不,你
我 是 有 多 幸运 才 能 遇到 你,我
是 你 想 训练 什么 呀 ？ 你 训练 钢琴 ， 可以 吧 ？,你
你们 ... 上网 不要 忘 了 我 啊,你
你 装 的 这么 傻 ， 不 会 变 笨蛋 了 。,你
谢谢 你 的 出现 。 让 我 变 得 更 好,我
在 ， 你 把 小军 叫 过来 。,你
"设置 一个 闹钟 , 1530 叫 我 。",你
余额 不足 啊 你 智商,你
你们 现在 是 谁,你
都 是 爱 你们,你
黑龙江 和 上海 谁 面积 大,无
天 啦 ， 心疼 你 ， 竟然 在 瓦歌 经历 了 那么 多,我
好 想 说 老板 你 真 有 眼光 呀,其他
用户 肥 不 肥,我
我 说 你 没 出息 了 。,你
你 去 死 吧 ， 不用 了,你
背书 。,你
叫 唤 一 声 ， 白痴 。,你
他 心头 你们 想 太 多 了 都 会 如何 呢,你
今天 你 的 任务 是 什么 ？,你
你 你 就 跟 右眼皮 一样 ， 是 个 傻逼 。,你
他们 干 的 出来 了,其他
我 养 了 一 只 鹦鹉 当 宠物,我
老婆 ， 我们 结婚 了,双方
麻烦 你们,你
你 好不 作 啊 ， 啊,你
脑残 。,你
希望 阿妈 永远 健康 平安 爱 你,我
关键 时刻 你 就 掉 链子,你
你 这样 的 人 在 电视剧 里 活 不 过 三 集 。,你
你 伤心,你
等 一下 我们 害怕 就 干 什么 呀,双方
对不起 了 。,我
想 你 仿佛 活 在 梦 里,我
无论如何 ， 我 的 目的 是 这样 的,我
但是 他们 发布,其他
愿 你 懒惰 不 丑,我
八 大 菜系 ， 姐 想 死 你们 了,我
设计 就 设计 ， 你 还要 实现,你
啊 啊 啊 taemin 啊 妈 呀 最近 好 喜欢 你,我
我们 预计 就 不好 使,双方
你 会 瘫痪 啊 ！,你
"你 也 报 一个 天气 预报 吧 , 今天 的 天气 预报 吧 。",你
2016 希望 你 好运 连连 哦,我
收到 ， 你 猜 到 了 吗 ？,你
不管 你 买 不 买,你
窝 能 不 能 唱 一 首 月 下 吟唱 好 不好 ？,我
激励 你 一下,我
给 你们 隆重 介绍 一下 小小小 欣哲,我
好 啊 ， 我们 一起 上网 看看 相关 资料,双方
"半 个 小时 , 提醒 我 吗 ?",你
他们 我 是 谁,其他
给 我 推荐 人民政府,你
可以 帮 我 叫 份 外卖 吗 ？,你
猫 是 怎么 教 了 我们 一起 学猫 叫,双方
李玉刚 发 过 什么 专辑,其他
你 不得 不服 ， 青出于蓝而胜于蓝,你
为 你们 就 行 了 的,你
呵呵 ， 你 很 聪慧 啊 ！,你
你 俩 咋 这么 可爱 呢,你
现在 在 绣花 。,我
晚上 有 聚会 得 带 着 好 心情 去 呀,我
你 咋 真 爱 吃 呢,你
你 这 晒 单 真 的 超级 快,你
是 个 吃货 。 你,你
你们 也 转发 过 万 占 别人 精选 啊,你
你 的 爱好 比 这 大白兔 。 甜甜 的,你
我 说 嗯 好 吧,我
我 要 听 一 休哥 。,我
以后 有 机会 一定 陪 你 过,我
我 想 听 完 杨 宗纬 的 凉凉 。,我
我 说 你 一天到晚 都 在 干 嘛 啊 ？,你
